Timestamp,Your Academic Stage,Peer pressure,Academic pressure from your home,Study Environment,What coping strategy you use as a student?,"Do you have any bad habits like smoking, drinking on a daily basis?",What would you rate the academic  competition in your student life,Rate your academic stress index 
0.3741007194244604,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0
0.381294964028777,1.0,0.0,0.0,0.5,1.0,1.0,0.75,0.5
0.3884892086330935,1.0,0.5,0.75,0.0,0.0,0.0,1.0,0.75
0.3956834532374101,1.0,0.75,1.0,1.0,0.5,0.5,0.25,0.5
0.4028776978417266,1.0,0.0,0.75,0.5,0.0,0.0,0.75,0.75
0.4100719424460431,1.0,0.5,0.75,0.5,0.0,0.0,0.5,0.75
0.4172661870503597,1.0,0.5,0.25,0.5,1.0,0.0,0.5,0.75
0.4244604316546763,1.0,0.5,0.75,1.0,0.0,0.0,1.0,1.0
0.4316546762589928,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.5
0.4388489208633094,1.0,0.5,1.0,0.5,0.0,0.0,0.75,1.0
0.4460431654676259,1.0,1.0,0.75,1.0,0.5,0.0,1.0,1.0
0.4532374100719424,1.0,0.75,0.25,0.0,0.0,0.0,0.25,0.25
0.460431654676259,1.0,0.5,0.25,0.5,0.0,0.0,0.75,0.5
0.4676258992805756,1.0,1.0,1.0,0.0,0.5,1.0,0.75,1.0
0.4748201438848921,1.0,0.25,0.75,0.5,0.0,0.0,0.75,0.75
0.4820143884892086,1.0,0.5,0.75,0.0,0.5,0.5,0.75,1.0
0.4892086330935252,1.0,0.25,0.5,1.0,1.0,0.0,0.25,0.5
0.4964028776978417,1.0,0.5,0.5,0.5,0.0,0.0,0.75,0.5
0.5035971223021583,1.0,0.75,0.75,0.0,0.0,0.0,1.0,0.75
0.5107913669064749,1.0,0.75,1.0,0.5,0.0,0.0,0.75,0.75
0.5179856115107914,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5
0.525179856115108,1.0,0.5,0.0,0.0,0.0,0.5,0.75,0.75
0.5323741007194245,1.0,0.5,0.25,0.5,0.0,0.0,1.0,0.75
0.539568345323741,0.5,0.75,0.75,1.0,0.0,1.0,0.75,0.75
0.5467625899280576,1.0,0.5,0.0,0.0,0.0,0.0,0.75,0.5
0.5539568345323741,1.0,0.25,0.5,1.0,0.0,0.0,0.5,1.0
0.5611510791366907,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.75
0.5683453237410072,1.0,0.25,0.0,0.5,0.5,0.0,0.5,0.25
0.5755395683453237,1.0,0.25,0.5,0.5,0.0,0.0,0.75,0.75
0.5827338129496403,1.0,0.75,0.75,1.0,0.5,0.0,0.75,0.75
0.5899280575539568,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5
0.5971223021582734,1.0,0.5,0.25,0.5,0.5,0.0,0.25,0.25
0.60431654676259,1.0,0.75,1.0,1.0,0.5,0.0,0.25,1.0
0.6115107913669066,1.0,0.75,0.5,0.5,0.0,0.0,0.75,1.0
0.6187050359712231,1.0,0.5,1.0,1.0,0.5,0.0,0.5,0.75
0.6258992805755396,1.0,0.75,0.25,1.0,0.0,0.0,0.0,0.0
0.6330935251798562,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.75
0.6402877697841727,1.0,0.75,0.5,1.0,0.0,0.0,0.75,0.75
0.6474820143884893,1.0,0.5,0.5,1.0,0.0,0.0,0.75,0.75
0.6546762589928058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6618705035971223,1.0,0.5,0.5,1.0,0.0,0.0,0.75,0.75
0.6690647482014389,1.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0
0.6762589928057554,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5
0.683453237410072,1.0,0.25,0.5,0.0,1.0,0.0,0.25,0.5
0.6906474820143885,1.0,0.5,0.75,0.5,0.0,0.0,0.5,0.5
0.697841726618705,0.5,0.5,0.25,0.5,0.0,0.0,1.0,0.75
0.7050359712230216,1.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0
0.7122302158273381,1.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0
0.7194244604316548,1.0,1.0,0.5,0.5,0.5,0.0,0.75,1.0
0.7266187050359713,1.0,0.5,0.25,0.5,0.0,0.0,0.5,0.75
0.7338129496402878,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.5
0.7410071942446044,1.0,0.25,0.25,1.0,1.0,0.0,1.0,0.75
0.7482014388489209,0.5,0.75,0.75,0.0,0.0,0.0,0.75,0.5
0.7553956834532375,1.0,0.25,0.5,0.5,1.0,0.0,0.5,0.5
0.762589928057554,1.0,0.25,0.5,0.5,0.0,1.0,0.5,0.5
0.7697841726618705,1.0,0.25,1.0,0.5,1.0,0.0,0.75,1.0
0.7769784172661871,0.5,0.25,0.25,0.0,0.0,0.0,0.75,0.75
0.7841726618705036,1.0,0.5,0.5,0.5,0.0,0.5,0.75,0.75
0.7913669064748202,1.0,0.25,0.25,0.5,0.0,0.0,0.75,0.5
0.7985611510791367,0.0,0.75,1.0,0.5,0.0,0.0,0.75,1.0
0.8057553956834533,0.0,0.5,0.5,0.5,0.0,0.0,0.75,0.75
0.8129496402877698,0.0,0.75,1.0,0.0,0.5,0.0,1.0,1.0
0.8201438848920863,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.75
0.827338129496403,0.0,0.25,0.5,0.0,0.5,0.0,0.5,0.75
0.8345323741007195,0.0,0.0,0.25,0.5,0.0,0.0,1.0,0.5
0.8417266187050361,0.0,0.75,0.75,1.0,0.5,0.0,0.25,1.0
0.8489208633093526,0.0,0.75,0.5,0.5,0.0,0.0,0.75,0.75
0.8561151079136691,0.0,0.75,1.0,0.0,0.5,0.0,0.5,0.75
0.8633093525179857,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.8705035971223022,0.0,1.0,1.0,0.5,0.5,0.0,0.5,1.0
0.8776978417266188,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0
0.8848920863309353,0.0,1.0,0.5,0.0,0.5,0.0,0.75,1.0
0.8920863309352518,0.0,0.5,0.5,0.0,0.0,0.0,0.75,0.5
0.8992805755395684,0.0,0.75,0.75,1.0,0.5,0.0,0.75,1.0
0.9064748201438848,0.0,0.25,0.5,0.0,1.0,0.0,0.5,0.75
0.9136690647482016,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.75
0.920863309352518,0.0,0.25,0.75,0.5,0.5,0.0,0.5,0.5
0.9280575539568344,0.0,0.25,0.75,0.0,0.0,0.0,0.75,0.5
0.9352517985611511,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
0.9424460431654677,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5
0.9496402877697844,0.0,0.5,0.75,0.0,0.5,0.0,0.5,0.5
0.9568345323741008,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
0.9640287769784172,0.0,0.5,0.75,0.5,1.0,0.0,0.25,0.25
0.971223021582734,0.0,0.5,0.0,0.0,0.0,0.0,0.75,0.75
0.9784172661870504,1.0,0.25,0.5,0.0,0.0,0.0,0.5,1.0
0.985611510791367,0.0,0.25,0.25,0.5,0.0,0.0,0.75,0.75
0.9928057553956836,0.0,0.75,1.0,0.5,0.0,0.0,0.5,1.0
1.0,1.0,0.75,0.75,1.0,0.0,0.0,0.75,0.75
0.0,0.5,0.5,0.75,0.5,1.0,0.0,0.0,0.75
0.0071942446043165,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0
0.014388489208633,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
0.0215827338129496,0.5,0.5,0.75,0.5,1.0,0.0,0.25,0.75
0.0287769784172661,0.5,0.5,0.0,1.0,1.0,0.0,0.75,1.0
0.0359712230215827,0.0,0.75,1.0,0.0,0.5,0.0,0.5,1.0
0.0431654676258992,1.0,0.5,1.0,0.5,0.0,0.5,0.75,1.0
0.0503597122302158,1.0,0.5,0.75,1.0,1.0,0.0,0.25,0.75
0.0575539568345323,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.75
0.0647482014388489,1.0,0.25,0.25,0.0,0.0,0.0,0.75,0.75
0.0719424460431654,0.0,0.75,0.75,0.5,0.0,0.0,0.5,0.75
0.079136690647482,1.0,0.0,0.0,0.5,0.0,0.0,0.25,0.25
0.0863309352517985,0.5,0.75,0.5,1.0,0.5,0.5,0.25,0.75
0.0935251798561151,1.0,1.0,0.5,1.0,0.0,0.0,0.25,0.75
0.1007194244604316,1.0,0.5,0.25,0.5,0.0,0.0,0.5,0.75
0.1079136690647482,1.0,0.75,0.25,1.0,0.0,0.0,0.5,0.5
0.1151079136690647,1.0,0.5,0.5,0.5,0.0,0.0,0.25,0.75
0.1223021582733813,1.0,0.75,1.0,1.0,1.0,0.0,1.0,1.0
0.1294964028776978,1.0,0.75,0.25,0.5,1.0,0.0,0.75,0.75
